name,price,ISK_Per_ML_Ethanol,alcoholPercentage,volume_ML,vivino_rating
Cirelli la Collina Montepulciano d'Abruzzo,3990,40.923,13.0,750,34.0
Altanza Gran Reserva,4299,40.943,14.0,750,40.0
Louis Jadot Couvent des Jacobins Pinot Noir,3999,41.015,13.0,750,37.0
Tommasi Ripasso Magnum,7999,41.021,13.0,1500,40.0
Joseph Drouhin Morgon,4007,41.097,13.0,750,37.0
Escorihuela Gascon Gran Reserva Malbec,4335,41.286,14.0,750,42.0
Marques de Riscal Reserva,4490,41.287,14.5,750,41.0
Crasto Superior Syrah,4499,41.37,14.5,750,43.0
Baron de Ley Finca Monasterio,4499,41.37,14.5,750,41.0
Fattoria La Vialla Casa Conforto Chianti Superiore,4190,41.383,13.5,750,36.0
Le fole Campania Aglianico,4190,41.383,13.5,750,37.0
Cellier des Princes Chateauneuf du Pape,4990,41.583,16.0,750,40.0
MacMurray Estate Russian River Pinot Noir,4698,41.76,15.0,750,38.0
Lacerta Merlot,4700,41.778,15.0,750,38.0
Lomond Syrah,4390,41.81,14.0,750,38.0
Baron de Ley Gran Reserva,4398,41.886,14.0,750,41.0
Chateau Tour de Capet,4399,41.895,14.0,750,39.0
Hubert Sandhofer Blaufrankisch Reserve,4244,41.916,13.5,750,35.0
Pessimist by Daou,4567,41.995,14.5,750,40.0
Castello di Querceto Riserva Chianti Classico,4259,42.064,13.5,750,38.0
Murphy Goode Liar's Dice Zinfandel,4899,42.142,15.5,750,40.0
Freakshow Cabernet Sauvignon,4591,42.216,14.5,750,39.0
Ratti Ochetti Nebbiolo Magnum,8880,42.286,14.0,1500,39.0
Tedeschi Maternigo Valpolicella Superiore,4601,42.308,14.5,750,40.0
Banfi La Lus Albarossa,4450,42.381,14.0,750,40.0
La Spinetta Casanova Chianti Riserva,4453,42.41,14.0,750,39.0
Fonterutoli Chianti Classico,4299,42.459,13.5,750,39.0
Villa Locatelli Refosco dal Peduncolo Rosso,3990,42.56,12.5,750,34.0
Ratti Ochetti Nebbiolo,4490,42.762,14.0,750,39.0
Torres Salmos Priorat,4490,42.762,14.0,750,41.0
Fattoria La Vialla Torbolone Rosso,4490,42.762,14.0,750,36.0
Marani Khvanchkara,3695,42.841,11.5,750,42.0
Chateau Haut Chaigneau,4499,42.848,14.0,750,40.0
Chateau Ducluzeau,4499,42.848,14.0,750,39.0
Baron de Ley Finca Monasterio Magnum,8998,42.848,14.0,1500,41.0
Chateau des Jacques Moulin a Vent,4499,42.848,14.0,750,39.0
Monsanto Chianti Classico,4499,42.848,14.0,750,39.0
Nals Margreid Rieser St. Magdalener,4191,42.985,13.0,750,35.0
Lacerta Feteasca Neagra,4514,42.99,14.0,750,38.0
Umberto Cesari Moma Sangiovese Cabernet Sauvignon,2098,43.036,13.0,375,41.0
Jean Loron Bourgogne Pinot Noir,4199,43.067,13.0,750,35.0
Beyond Big The One Cab Sauvignon Vat.08,4690,43.126,14.5,750,38.0
Muga Reserva,4699,43.209,14.5,750,42.0
Muga Reserva,9399,43.214,14.5,1500,42.0
Litrozzo vino rosso,5190,43.25,12.0,1000,38.0
Grey Cabernet Sauvignon Single Block,4388,43.338,13.5,750,45.0
Grey Pinot Noir Single Block,4388,43.338,13.5,750,38.0
"Cubardi primitivo, Ambace Fiano Chardonnay blandað 2x750ml í öskju",8990,43.43,13.8,1500,38.0
Villa Antinori Riserva,4398,43.437,13.5,750,40.0
Coto Real Reserva,4398,43.437,13.5,750,37.0
Bodegas Roda Sela,4399,43.447,13.5,750,39.0
Cruor,4888,43.449,15.0,750,41.0
Chateau de La Chaize Brouilly,3929,43.656,12.0,750,37.0
Laurus Gigondas,4750,43.678,14.5,750,39.0
Louis Latour Bourgogne Cuvee Latour,4099,43.723,12.5,750,36.0
Emilio Moro,4599,43.8,14.0,750,41.0
Vietti Langhe Nebbiolo Perbacco,4599,43.8,14.0,750,39.0
Protos'27 Tinto,4599,43.8,14.0,750,39.0
Athayde Grande Escolha rautt,4601,43.819,14.0,750,41.0
Vina Cubillo Crianza,4444,43.891,13.5,750,40.0
Garzon Tannat Reserva,4616,43.962,14.0,750,40.0
Luis Canas Reserva Seleccion de la Familia,4790,44.046,14.5,750,42.0
Villa Maria Reserve Pinot Noir,4625,44.048,14.0,750,39.0
Joseph Drouhin Laforet Pinot Noir,4316,44.267,13.0,750,36.0
Hubert Sandhofer Zweigelt Reserve,4322,44.328,13.0,750,
l'esprit de Jean Voisin,4490,44.346,13.5,750,40.0
Los Escribanos,4490,44.346,13.5,750,41.0
Cubardi Primitivo,4990,44.356,15.0,750,43.0
Rivetto Langhe Nebbiolo,4499,44.435,13.5,750,38.0
Gratavinum 2 Priorat,4999,44.436,15.0,750,41.0
Louis Latour Bourgogne Cuvee Latour & Louis Latour Bourgogne Chardonnay í öskju blandað 2x750 ml,8499,44.614,12.7,1500,36.0
Boen Pinot Noir,4950,44.898,14.7,750,41.0
Cillar de Silos Crianza,4890,44.966,14.5,750,39.0
Conde Valdemar Gran Reserva,4728,45.029,14.0,750,40.0
Chateau Timberlay Cuvee Marie Paule Prestige,4899,45.048,14.5,750,37.0
Mademoiselle L,4399,45.118,13.0,750,38.0
Vina Maria Luisa Red Wine,4571,45.146,13.5,750,
Marques de Riscal Reserva,9500,45.238,14.0,1500,41.0
Tenuta di Sticciano Cantastore Rosso,4584,45.274,13.5,750,41.0
"Antieri susumaniello, Armentino negroamaro e primitivo & Cubardi primitivo blandað 3x750 ml í trékassa",14997,45.342,14.7,2250,39.0
Callejon del Crimen Gran Reserva Malbec,4933,45.361,14.5,750,39.0
Marques de Grinon Svmma Varietalis,5108,45.404,15.0,750,40.0
Lammidia Rosh,4090,45.444,12.0,750,40.0
Papari Valley Qvevri Terraces Saperavi Papari Valley,4950,45.517,14.5,750,43.0
La Marchigiana Malbec Vino Natural,4790,45.619,14.0,750,40.0
Swartland Bush Vine Syrah,4799,45.705,14.0,750,37.0
Swartland Bush Vine Pinotage,4799,45.705,14.0,750,37.0
Swartland Bush Vine Cabernet Sauvignon,4799,45.705,14.0,750,37.0
Les Chapitres de Jaffelin Pinot Noir,4290,45.76,12.5,750,36.0
Francois d'Allaines Bourgogne Pinot Noir,4299,45.856,12.5,750,37.0
Chateau Jean Faux Rouge,4815,45.857,14.0,750,40.0
Meerhof Shiraz Grenache Noir,4990,45.885,14.5,750,38.0
2017 Selected Parcel Malbec 1853 Old Vine Estate Single Vineyards,4990,45.885,14.5,750,40.0
Parajes de Callejo,4990,45.885,14.5,750,41.0
Rioja Vega Gran Reserva,4820,45.905,14.0,750,39.0
Syrocco Syrah,4650,45.926,13.5,750,38.0
Muga Reserva,2499,45.959,14.5,375,42.0
Les Tours de Laroque,4999,45.968,14.5,750,40.0
Marques de Riscal XR Reserva,4999,45.968,14.5,750,43.0
Prive Nerello Mascalese,5182,46.062,15.0,750,42.0
La Crema Monterey Pinot Noir,4698,46.4,13.5,750,38.0
Noble Hill Cabernet Sauvignon,4886,46.533,14.0,750,39.0
Daou Cabernet Sauvignon,4888,46.552,14.0,750,41.0
Zanotto Col Fondo Rosso Frizzante,4190,46.556,12.0,750,40.0
Alto Rouge,4889,46.562,14.0,750,38.0
Mm,4715,46.568,13.5,750,42.0
Hubert Sandhofer Leithaberg DAC Rot Blaufrankisch,4715,46.568,13.5,750,
El Enemigo Bonarda  El Mirador Single Vineyard,4715,46.568,13.5,750,42.0
Noble Hill Estate Reserve,4912,46.781,14.0,750,40.0
Lacerta Shiraz,5091,46.814,14.5,750,38.0
Ottavio Vino Rosso,4390,46.827,12.5,750,38.0
2019 Selected Parcel Malbec 1853 Old Vine Estate Single Vineyards,5200,46.847,14.8,750,40.0
Tamaral Reserva,4925,46.905,14.0,750,41.0
"M. Chapoutier Bila-Haut, Les Meysonniers",9499,46.909,13.5,1500,37.0
Philippe le Hardi Pinot Noir Vielles Vignes,4590,47.077,13.0,750,38.0
Casa Rojo Tinta Fina,5299,47.102,15.0,750,41.0
Pacificus Syrah,5305,47.156,15.0,750,42.0
Quona Riserva,5310,47.2,15.0,750,41.0
4 Cento Cinquesegni,19843,47.245,14.0,3000,37.0
Nativ Anniversary Aglianico,5138,47.246,14.5,750,42.0
Papias Primitivo,5138,47.246,14.5,750,43.0
La Cantina Delle 7 Donne Barolo,4990,47.524,14.0,750,36.0
Le Volpi Ventiquattro mesi 24 Rosso,4990,47.524,14.0,750,41.0
Marques de Murrieta Reserva,4992,47.543,14.0,750,41.0
Kraljevski Plavac Mali,4997,47.59,14.0,750,38.0
Colognole Riserva del Don,4997,47.59,14.0,750,39.0
Umberto Cesari Liano Sangiovese Cabernet Sauvignon,4998,47.6,14.0,750,41.0
Contino Reserva,4999,47.61,14.0,750,43.0
Beronia Gran Reserva,4999,47.61,14.0,750,41.0
Imperial Reserva,4999,47.61,14.0,750,42.0
La Rioja Alta Vina Ardanza Reserva & Áster Crianza,9999,47.614,14.0,1500,43.0
Postmark Napa Valley Cabernet Sauvignon,5180,47.632,14.5,750,
Protos Reserva,5190,47.724,14.5,750,42.0
Primitivo di Manduria Sessantanni Old Vines,5190,47.724,14.5,750,45.0
Pintas Character Tinto,5191,47.733,14.5,750,42.0
M. Chapoutier Les Meysonniers Crozes Hermitage,4499,47.989,12.5,750,38.0
Valdecuriel Reserva,5399,47.991,15.0,750,42.0
Chateau Teyssier Saint-Emilion Grand Cru,5226,48.055,14.5,750,38.0
Viberti Barbera d'Alba Bricco Airoli,5423,48.204,15.0,750,39.0
Brolio Riserva,5243,48.211,14.5,750,40.0
Real Academia Nero d'Avola,5263,48.395,14.5,750,42.0
Jean-Pierre Moueix Pomerol rautt,5475,48.667,15.0,750,39.0
Luca Old Vine Malbec,4931,48.701,13.5,750,42.0
Vina Ardanza Reserva,5299,48.726,14.5,750,43.0
Alto de la Cruz Garnacha Sierra de Gredos,5491,48.809,15.0,750,34.0
Carodorum Seleccion Especial,5491,48.809,15.0,750,42.0
Flor de Taverners Monastrell y Tempranillo,5130,48.857,14.0,750,37.0
Sommos Coleccion Merlot,5501,48.898,15.0,750,41.0
Beronia Reserva Seleccion de 198 Barricas,5346,49.159,14.5,750,42.0
8 Mesi I Vini Di Gi Cabernet,4990,49.284,13.5,750,35.0
Domaine Delaporte Sancerre Silex Vin Rouge,4998,49.363,13.5,750,41.0
Alphart Pinot Noir Reserve,4999,49.373,13.5,750,40.0
Faustino I Gran Reserva,4999,49.373,13.5,750,41.0
Gratavinum Silvestris,4999,49.373,13.5,750,40.0
Perelada Finca la Garriga Samsó,5555,49.378,15.0,750,39.0
Isole e Olena Chianti Classico,5390,49.563,14.5,750,40.0
Nativ Eremo San Quirico,5392,49.582,14.5,750,42.0
Albert Bichot Savigny Les Beaune Les Peuillets Premier Cru,2515,49.679,13.5,375,39.0
Constantia Glen Three Estate Wine,5226,49.771,14.0,750,41.0
Lezer Rosso,4490,49.889,12.0,750,
Zotikos Rosso,5243,49.933,14.0,750,41.0
Chateau d'Agassac,4899,50.246,13.0,750,38.0
Marcelo Pelleriti Signature Malbec,5595,50.405,14.8,750,41.0
Baron de Ley Siete Vinas Reserva,5299,50.467,14.0,750,41.0
Ameri Malbec Gualtallary Single Vineyard,5499,50.566,14.5,750,44.0
Finca Martelo Reserva,5499,50.566,14.5,750,41.0
Mandrarossa Etna Rosso,4934,50.605,13.0,750,38.0
Ca'della Scala Pianissimo Amarone Limited Edition,5698,50.649,15.0,750,43.0
"Zanotto Col, Zanotto Nude, Bianco Vino Le Coste, Lezer Rosso, Alessandrino Rosso, Le fole Campania Kassi 2 - 6x750 ml blandað",27900,50.82,12.2,4500,40.0
Banfi Aska Bolgheri,5346,50.914,14.0,750,39.0
Greenwing Cabernet Sauvignon,5425,50.939,14.2,750,41.0
Baricci Rosso di Montalcino,5546,50.998,14.5,750,40.0
Ferdinando Principiano Langhe Nebbiolo,4990,51.179,13.0,750,37.0
LC Lopez Cristobal Reserva,5191,51.269,13.5,750,41.0
Tommasi Ripasso  Magnum í trékassa,9999,51.277,13.0,1500,39.0
Stellenzicht Thunderstone Red,5390,51.333,14.0,750,41.0
Enzo Bartoli,5199,51.348,13.5,750,40.0
d.b schmitt Piros Merlot trocken,5199,51.348,13.5,750,
Poggioargentiera Poggioraso Cabernet Franc,5787,51.44,15.0,750,41.0
Matarromera Crianza,5599,51.485,14.5,750,41.0
Vinyes Ocults Gran Malbec,5490,51.549,14.2,750,42.0
Cigalus Rouge,5999,51.604,15.5,750,41.0
Marques de Grinon Cabernet Sauvignon,5436,51.771,14.0,750,41.0
Lacerta Cuvee IX,5624,52.074,14.4,750,41.0
Calera Pinot Noir,5677,52.202,14.5,750,40.0
Gelso d'Oro Nero di Troia,5490,52.286,14.0,750,44.0
Dominio de Atauta,5690,52.322,14.5,750,41.0
"Tommasi Amarone, Tommasi Ripasso, Tommasi Rafael blandað 3x750ml í trékassa",15899,52.342,13.5,2250,39.0
Vallado Touriga Nacional,5499,52.371,14.0,750,41.0
Feudi di San Gregorio Taurasi,5499,52.371,14.0,750,39.0
Roda Reserva,5699,52.405,14.5,750,42.0
Peter Lehmann 8 Songs Shiraz,5699,52.405,14.5,750,41.0
Peter Lehmann Mentor Cabernet,5699,52.405,14.5,750,40.0
Chateauneuf-du-Pape le Grand Roi,5699,52.405,14.5,750,39.0
Postmark Paso Robles Cabernet Sauvignon,5709,52.497,14.5,750,40.0
Truchard Pinot Noir,5555,52.53,14.1,750,40.0
Chateau Haut Boutisse,5335,52.691,13.5,750,39.0
Chateau Haut Chaigneau Magnum,11499,52.869,14.5,1500,40.0
Valduero Cosecha Tierra Alta En 2 Maderas,5555,52.905,14.0,750,42.0
Perelada Finca Malaveina,5555,52.905,14.0,750,42.0
Matsu El Viejo,5986,53.209,15.0,750,43.0
J.C. Boisset Bourgogne Pinot Noir Les Ursulines,4998,53.312,12.5,750,36.0
Jackson Estate Outland Ridge Pinot Noir,5998,53.316,15.0,750,41.0
Lamberti Amarone della Valpolicella,5999,53.324,15.0,750,39.0
Kendall Jackson Grand Reserve Cabernet Sauvignon,5799,53.324,14.5,750,39.0
La Crema Willamette Valley Pinot Noir,5799,53.324,14.5,750,40.0
Louis M Martini Napa Valley Cabernet Sauvignon,5999,53.324,15.0,750,41.0
La Pevera Rosso,5599,53.324,14.0,750,35.0
Kraljevski Crljenak Zinfandel,5409,53.422,13.5,750,42.0
Clos de Gat Har'el Merlot,5436,53.689,13.5,750,41.0
Decoy Cabernet Sauvignon,5619,53.899,13.9,750,40.0
Chateau Julia Agiorgitiko,5685,54.143,14.0,750,41.0
Fattoria La Vialla Riserva Casa Conforto,5490,54.222,13.5,750,38.0
Hubert Sandhofer Merlot Reserve,5501,54.331,13.5,750,
Torres Purgatori,5964,54.841,14.5,750,42.0
Jose Zuccardi Malbec,5979,54.979,14.5,750,43.0
"Muga Reserva, Muga Seleccion Especial",11299,54.983,13.7,1500,42.0
Altas Quintas Tinto,5990,55.08,14.5,750,41.0
Livius Tempranillo Single Vineyard Reserva,5992,55.099,14.5,750,39.0
Muga Seleccion Especial,5999,55.163,14.5,750,42.0
Petit Cernin Rouge,5999,55.163,14.5,750,45.0
Áster Finca El Otero,5999,55.163,14.5,750,42.0
L'Arietta Merlot,5390,55.282,13.0,750,33.0
Laurus Chateauneuf du Pape,6450,55.484,15.5,750,41.0
Ruffino Riserva Ducale Oro Gran Selezione,6299,55.991,15.0,750,40.0
Valduero I Una Cepa,5888,56.076,14.0,750,43.0
Chateau Segur de Cabanac,5471,56.113,13.0,750,40.0
Wassmann Kekfrankos,5497,56.379,13.0,750,37.0
Zenato Amarone,6999,56.558,16.5,750,44.0
Tommasi Amarone della Valpolicella Classico,6399,56.88,15.0,750,43.0
Brunelli Amarone della Valpolicella Classico,6399,56.88,15.0,750,43.0
Vina Ardanza Reserva,3099,56.993,14.5,375,43.0
Le Volpi Dodici mesi 12 Merlot,5990,57.048,14.0,750,37.0
San Polo Brunello di Montalcino,5990,57.048,14.0,750,42.0
Chateau Jean Voisin,5995,57.095,14.0,750,41.0
Clos de Gat Har'el Cabernet Sauvignon,5567,57.097,13.0,750,42.0
Umberto Cesari Liano Sangiovese Cabernet Sauvignon,2998,57.105,14.0,375,41.0
Chemin de Moscou Vin Rouge,5999,57.133,14.0,750,40.0
Prunotto Barbaresco,5798,57.264,13.5,750,40.0
J. Lohr Hilltop Cabernet Sauvignon,6490,57.689,15.0,750,41.0
Chateau L'Hospitalet,6499,57.769,15.0,750,40.0
Alto Cabernet Sauvignon Estate Wine,6290,57.839,14.5,750,37.0
Klein Constantia Estate Red,6290,57.839,14.5,750,40.0
Mauro Red Wine,6299,57.922,14.5,750,38.0
Vina Bosconia Reserva,5888,58.153,13.5,750,41.0
Talbott Pinot Noir Sleppy Hollow Vineyard,6199,58.207,14.2,750,40.0
Chateau Trianon,6396,58.814,14.5,750,42.0
Penfolds Bin 28 Kalimna Shiraz,6399,58.841,14.5,750,41.0
Albert Bichot Savigny Les Beaune Les Peuillets Premier Cru,5767,59.149,13.0,750,39.0
Castiglion del Bosco Rosso di Montalcino,5990,59.16,13.5,750,38.0
Castiglion del Bosco 3x375 ml trékassi blandað,8990,59.193,13.5,1125,43.0
Castiglion del Bosco 3x750 ml trékassi blandað,17990,59.226,13.5,2250,43.0
Cloudy Bay Pinot Noir,5999,59.249,13.5,750,39.0
Bodyguard,6666,59.253,15.0,750,42.0
Orin Swift Cellars Abstract,6899,59.346,15.5,750,42.0
Hubert Sandhofer Triu,6025,59.506,13.5,750,
Beringer Knights Valley Cabernet Sauvignon,6699,59.547,15.0,750,41.0
Glenwood Shiraz Vigneron's Selection,6484,59.623,14.5,750,37.0
B Bagus,6489,59.669,14.5,750,
Zorah Karasi Areni Noir,6267,59.686,14.0,750,43.0
Vina Arana Gran Reserva,6499,59.761,14.5,750,43.0
The Hess Collection Allomi Cabernet Sauvignon,6499,59.761,14.5,750,41.0
Albert Bichot Santenay Premier Cru  Clos Rousseau,5848,59.979,13.0,750,41.0
Vidal-Fleury Chateauneuf-du-Pape,6999,60.206,15.5,750,40.0
Bolla Le Poiane Amarone,6788,60.338,15.0,750,42.0
Ceci to you Lambrusco Rosso,4985,60.424,11.0,750,39.0
HZ Abascal Vineyard,6811,60.542,15.0,750,38.0
Gabriel Meffre Saint Joseph Rouge Saint Etienne,5449,60.544,12.0,750,39.0
Marchese Antinori Chianti Classico Riserva,6398,60.933,14.0,750,42.0
Constantia Glen Five,6667,61.306,14.5,750,43.0
Chateauneuf du Pape Les Cedres,6899,61.324,15.0,750,41.0
Valduero Reserva Tierra Alta De 2 Cotas,6444,61.371,14.0,750,43.0
Angoris Refosco dal Peduncolo Rosso,5990,61.436,13.0,750,36.0
Angoris Schioppettino,5990,61.436,13.0,750,37.0
Pisoni San Siro Rosso,5995,61.487,13.0,750,37.0
L'Abeille de Fieuzal,5999,61.528,13.0,750,40.0
Emilio Moro Malleolus,6698,61.591,14.5,750,43.0
Hacienda Zorita Magister,6484,61.752,14.0,750,43.0
Fontodi Chianti Classico,6484,61.752,14.0,750,39.0
Marques de Grinon Petit Verdot,6490,61.81,14.0,750,41.0
Siduri Sonoma Coast Pinot Noir,6498,61.886,14.0,750,40.0
Casisano Brunello di Montalcino,6499,61.895,14.0,750,41.0
Imperial Reserva,25999,61.902,14.0,3000,42.0
Jean Loron Chateauneuf du Pape,6745,62.023,14.5,750,41.0
Amaren Reserva Tempranillo,6990,62.133,15.0,750,43.0
il fauno di Arcanum,6999,62.213,15.0,750,42.0
Alexander vs The Ham Factory,6999,62.213,15.0,750,41.0
Farina Amarone della Valpolicella,6999,62.213,15.0,750,42.0
Masi Costasera Amarone Classico,6999,62.213,15.0,750,43.0
Tommasi Amarone,13999,62.218,15.0,1500,43.0
Santi Amarone della Valpolicella,7499,62.492,16.0,750,42.0
Belle Glos Pinot Noir Clark & Telephone,6990,62.55,14.9,750,44.0
Rosso Vino Le Coste,5890,62.827,12.5,750,
Ausas Interpretacion,7079,62.924,15.0,750,44.0
Reserva Duas Quintas Tinto,6890,63.356,14.5,750,42.0
Chateau Cartier,6890,63.356,14.5,750,38.0
Two Hands Brave Faces Grenache Mourvedre Shiraz,6899,63.88,14.4,750,38.0
BV Napa Valley Cabernet Sauvignon,7199,63.991,15.0,750,39.0
La Spinetta Barbaresco Bordini,6968,64.074,14.5,750,41.0
Chateau Cadet Soutard Saint-Emilion Grand Cru,6490,64.099,13.5,750,41.0
Canvasback Cabernet Sauvignon,6994,64.313,14.5,750,42.0
Nativ Bicento,6998,64.349,14.5,750,43.0
Massolino Barolo,6999,64.359,14.5,750,41.0
Gabriel Meffre Chateauneuf-du-Pape Saint-Theodoric,6999,64.359,14.5,750,40.0
Clos de L'Oratoire Chateauneuf-de-Pape,6999,64.359,14.5,750,42.0
Louis Latour Beaune,6299,64.605,13.0,750,41.0
Villa al Cortile Brunello di Montalcino,6799,64.752,14.0,750,40.0
E.Guigal Chateauneuf-du-Pape,7399,65.769,15.0,750,41.0
Antinori Badia A Passignano Chianti Classico,7399,65.769,15.0,750,42.0
Nativ Eremo Nero,7171,65.94,14.5,750,44.0
Cillar de Silos Torre Silo,7190,66.115,14.5,750,42.0
Fontanafredda Barolo Serralunga d'Alba,6955,66.238,14.0,750,40.0
Smerenie Red wine dry,7214,66.336,14.5,750,
Bulas Grande Reserva Tinto,6975,66.429,14.0,750,42.0
Marques de Riscal Gran Reserva,6989,66.562,14.0,750,42.0
Chateau Fleur de Lisse,6990,66.571,14.0,750,39.0
Prima Pietra Rosso,6990,66.571,14.0,750,40.0
Francisco Barona Tinto Fino Garnacha y Albillo,7492,66.596,15.0,750,44.0
1884 The President's Blend,6994,66.61,14.0,750,43.0
Rose Rock Drouhin Oregon Pinot Noir,6994,66.61,14.0,750,37.0
Remelluri Reserva,6998,66.648,14.0,750,41.0
Chateau Musar,6998,66.648,14.0,750,43.0
Marques de la Concordia Rioja Santiago Vendimia Seleccionada í öskju,6998,66.648,14.0,750,37.0
Patrizi Barolo,6998,66.648,14.0,750,39.0
Louis Jadot Savigny Les Beaune La Dominode Premier Cru,6499,66.656,13.0,750,40.0
Domaine des Senechaux,7799,67.088,15.5,750,42.0
Chateau Cotes de Rol,6290,67.093,12.5,750,40.0
Museum Numerus Clausus,7298,67.108,14.5,750,45.0
Strada al Sasso Chianti Classico Gran Selezione,7399,68.037,14.5,750,43.0
Brio de Cantenac Brown,6899,68.138,13.5,750,40.0
Vina Tondonia Reserva,6666,68.369,13.0,750,42.0
2018 Catena Alta Cabernet Sauvignon,7200,68.571,14.0,750,42.0
Duckhorn Merlot Napa Valley,7479,68.772,14.5,750,42.0
Castello di Querceto La Corte Gran Selezione,7230,68.857,14.0,750,
Quinta do Crasto Tinta Roriz,7499,68.956,14.5,750,44.0
2009 San Polo Brunello di Montalcino,6999,69.126,13.5,750,42.0
Catena Alta Malbec,6999,69.126,13.5,750,43.0
Marques de Elciego  Edicion Limitada,6999,69.126,13.5,750,43.0
Marques de Arviza Seleccion Especial,7048,69.61,13.5,750,40.0
Marques de Grinon Graciano,7590,69.793,14.5,750,41.0
Banfi Brunello di Montalcino,7890,70.133,15.0,750,42.0
Banfi Brunello di Montalcino,15850,70.444,15.0,1500,42.0
Il Segno Red,7793,71.66,14.5,750,45.0
Angoris Cabernet Sauvignon,6990,71.692,13.0,750,34.0
Joseph Drouhin Cote de Beaune,6990,71.692,13.0,750,40.0
Pian della Vigne,7799,71.715,14.5,750,43.0
Tommasi Fiorato Recioto della Valpolicella,3499,71.774,13.0,375,41.0
Chanson Beaune Bastion Rouge,6999,71.785,13.0,750,40.0
Rivetto Barolo del Comune di Serralunga d'Alba,7899,72.634,14.5,750,43.0
Peter Lehmann Stonewell Shiraz,7899,72.634,14.5,750,42.0
Goldeneye Pinot Noir Anderson Valley,7793,73.174,14.2,750,43.0
Iscay Malbec & Cabernet Franc,7990,73.471,14.5,750,42.0
Kir-Yianni Diaporos,7990,73.471,14.5,750,37.0
Nederburg Private Bin Two Centuries Cabernet Sauvignon,7999,73.554,14.5,750,44.0
Chateau Laroque,7999,73.554,14.5,750,41.0
La Crema Russian River Pinot Noir,7999,73.554,14.5,750,42.0
2016 Torres Perpetual,7999,73.554,14.5,750,43.0
Villa al Cortile Riserva Brunello di Montalcino,7999,73.554,14.5,750,41.0
Diciotto primitivo,9954,73.733,18.0,750,45.0
Gran Moraine Pinot Noir Yamhill Carlton,7499,74.064,13.5,750,42.0
Beeslaar Pinotage,8055,74.069,14.5,750,44.0
Stonestreet Cabernet Sauvignon Estate Vineyards,7999,76.181,14.0,750,42.0
Chateau Labegorce,7999,76.181,14.0,750,40.0
Flor de Silos Tempranillo,8290,76.23,14.5,750,
Chateau de Pez,7721,76.257,13.5,750,40.0
Vietti Barolo Castiglione,8299,76.313,14.5,750,42.0
Freemark Abbey Cabernet Sauvignon,8299,76.313,14.5,750,43.0
Baricci Brunello di Montalcino,8377,77.03,14.5,750,43.0
Chateau Yon Figeac,8389,77.14,14.5,750,41.0
Dominio del Pidio Tinto,8389,77.14,14.5,750,38.0
Il Poggione Brunello di Montalcino,8390,77.149,14.5,750,42.0
Duckhorn Decoy & Canvasback Cabernet Sauvignon,16451,77.235,14.2,1500,40.0
Patz & Hall Pinot Noir,8990,77.333,15.5,750,42.0
Masi Costasera Amarone,4399,78.204,15.0,375,43.0
Marques de Murrieta Gran Reserva,8260,78.667,14.0,750,45.0
La Vina de Amalio Tempranillo,8590,78.989,14.5,750,42.0
La Sergue Pascal Chatonnet,7999,79.002,13.5,750,41.0
Perla Nera Riserva Montepulciano d'Abruzzo,8689,79.899,14.5,750,
Calera Ryan Pinot Noir,8909,80.261,14.8,750,41.0
Chateau Carbonnieux,8765,80.598,14.5,750,41.0
Regnard Aloxe Corton,7899,81.015,13.0,750,41.0
Calera Mills Pinot Noir,9234,82.631,14.9,750,42.0
Casalferro,8990,82.667,14.5,750,41.0
Marques de Grinon Emeritus,9300,82.667,15.0,750,43.0
Le Volpi Trentasei mesi 36 Merlot,8998,82.74,14.5,750,41.0
Matarromera Reserva,8998,82.74,14.5,750,43.0
Penfolds Bin 600 Cabernet Shiraz,8999,82.749,14.5,750,43.0
Roda I Reserva,8699,82.848,14.0,750,44.0
Castello Fonterutoli,8699,82.848,14.0,750,39.0
Duckhorn Cabernet Sauvignon Napa Valley,9129,83.945,14.5,750,43.0
Chateau Jean Voisin Magnum,18299,84.133,14.5,1500,41.0
Ratti Marcenasco,8900,84.762,14.0,750,42.0
Poesia Malbec Cabernet,9590,85.244,15.0,750,43.0
Les Tourelles de Longueville,8698,85.906,13.5,750,41.0
Banfi Poggio Alle Mura Brunello di Montalcino,9750,86.667,15.0,750,42.0
Banfi Summus,9490,87.264,14.5,750,42.0
Pintia,9888,87.893,15.0,750,44.0
Lealtanza Reserva J.Sorolla,9299,88.562,14.0,750,40.0
La Infanta by Mikaela Bobal,9992,88.818,15.0,750,43.0
Chateau Pibran,8998,88.869,13.5,750,40.0
Marimar Estate La Masia Pinot Noir,8999,88.879,13.5,750,41.0
Beringer Quantum Red Wine,9999,88.88,15.0,750,43.0
Castiglion del Bosco Brunello di Montalcino,9990,91.862,14.5,750,43.0
Vina Pedrosa Gran Reserva,9999,91.945,14.5,750,43.0
Lion Tamer Red Wine,9999,91.945,14.5,750,43.0
Montes Alpha M,9999,91.945,14.5,750,43.0
BV Rutherford Reserve Cabernet Sauvignon,9999,91.945,14.5,750,44.0
La Sergue Pascal Chatonnet Magnum,19999,91.949,14.5,1500,41.0
Foradori Granato,8990,92.205,13.0,750,41.0
Gerard Bertrand Le Viala,10499,93.324,15.0,750,43.0
Chateau du Domaine de l'Eglise,9801,93.343,14.0,750,42.0
Ridge Estate Cabernet Sauvignon,9666,93.391,13.8,750,39.0
